CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,KMeans_Cluster,DBSCAN_Cluster,Agglomerative_Cluster,GMM_Cluster,Final_Segment
18128,537,1,399.29,1,2,2,122,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13847,720,1,310.72,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
18081,36,3,343.45,4,3,2,432,Loyal Customers,3,0,1,4,New Active
15328,408,1,107.24,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14484,50,4,1070.98,4,3,3,433,Loyal Customers,3,0,2,0,New Active
14106,737,1,214.8,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17911,9,1,366.23,5,2,2,522,Promising / New,3,1,1,1,New Active
16170,51,20,6869.0,4,5,5,455,Champions,2,0,0,0,Loyal Customers
12555,682,1,129.23,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15964,663,1,269.21,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16584,80,5,3156.17,3,4,5,345,Loyal Customers,2,0,2,0,Loyal Customers
12773,564,1,124.25,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17354,51,4,3133.96,4,4,5,445,Champions,2,0,2,4,Loyal Customers
13358,269,1,439.03,2,1,2,212,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17571,50,5,1630.91,4,4,4,444,Champions,2,0,2,0,Loyal Customers
13279,78,1,137.75,3,1,1,311,Needs Attention,4,1,1,1,Hibernating Low-Value
17909,737,1,110.05,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13062,191,1,346.98,2,1,2,212,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15643,192,3,664.0,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
15966,451,1,426.53,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13965,477,3,996.61,1,3,3,133,At Risk,1,0,3,2,At-Risk Churn
14641,22,1,110.46,4,1,1,411,Promising / New,3,1,1,1,New Active
16000,3,3,12393.7,5,3,5,535,Loyal Customers,2,-1,0,3,Loyal Customers
15411,26,4,1348.93,4,3,4,434,Loyal Customers,3,0,2,0,New Active
15075,78,1,773.03,3,1,3,313,Needs Attention,3,1,1,1,New Active
13844,11,1,361.62,5,1,2,512,Promising / New,3,1,1,1,New Active
15289,29,5,1593.09,4,4,4,444,Champions,2,0,2,0,Loyal Customers
15711,557,2,420.25,1,2,2,122,Lost / Inactive,4,0,3,2,Hibernating Low-Value
15284,500,1,24.75,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
12785,364,3,1100.4,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
16829,157,2,513.32,3,2,2,322,Needs Attention,1,0,1,4,At-Risk Churn
15061,4,127,126389.02,5,5,5,555,Champions,0,-1,0,3,VIP Champions
12454,56,5,16679.78,4,4,5,445,Champions,2,-1,0,3,Loyal Customers
12375,11,2,457.5,5,2,2,522,Promising / New,3,0,1,4,New Active
17037,88,1,1267.32,3,2,4,324,Needs Attention,1,1,1,1,At-Risk Churn
15497,18,9,8657.39,5,5,5,555,Champions,2,0,0,0,Loyal Customers
15389,172,5,2733.8,3,4,4,344,Loyal Customers,1,0,2,0,At-Risk Churn
17900,190,2,112.2,2,3,1,231,At Risk,4,0,1,4,Hibernating Low-Value
12933,24,8,1636.63,4,4,4,444,Champions,2,0,2,0,Loyal Customers
18165,177,1,302.46,3,2,2,322,Needs Attention,4,1,4,1,Hibernating Low-Value
15700,172,2,696.68,3,2,3,323,Needs Attention,1,0,3,4,At-Risk Churn
17162,29,10,1715.46,4,5,4,454,Champions,2,0,2,0,Loyal Customers
15899,369,1,56.25,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16697,241,1,112.75,2,2,1,221,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17415,80,1,507.84,3,2,2,322,Needs Attention,3,1,1,1,New Active
13106,133,2,603.46,3,2,2,322,Needs Attention,1,0,1,4,At-Risk Churn
17624,15,4,1568.63,5,4,4,544,Champions,3,0,2,0,New Active
13115,12,10,5494.7,5,5,5,555,Champions,2,0,0,0,Loyal Customers
16721,262,1,292.47,2,2,2,222,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17854,185,6,1068.5,3,4,3,343,Loyal Customers,1,0,3,0,At-Risk Churn
15156,1,3,961.49,5,3,3,533,Loyal Customers,3,0,2,4,New Active
18160,57,3,1003.88,4,3,3,433,Loyal Customers,3,0,2,4,New Active
17542,270,3,340.85,2,3,2,232,At Risk,4,0,3,2,Hibernating Low-Value
13317,66,19,6486.09,3,5,5,355,Loyal Customers,2,0,0,0,Loyal Customers
13558,6,4,594.52,5,3,2,532,Loyal Customers,3,0,2,4,New Active
13903,400,1,165.45,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15605,36,9,1741.95,4,5,4,454,Champions,2,0,2,0,Loyal Customers
17508,281,8,4579.23,2,5,5,255,At Risk,1,0,0,0,At-Risk Churn
16122,73,6,895.62,3,4,3,343,Loyal Customers,1,0,2,0,At-Risk Churn
17835,3,3,342.24,5,3,2,532,Loyal Customers,3,0,1,4,New Active
13405,74,6,1213.81,3,4,3,343,Loyal Customers,2,0,2,0,Loyal Customers
12437,2,39,12683.4,5,5,5,555,Champions,0,0,0,3,VIP Champions
13097,33,28,13324.1,4,5,5,455,Champions,0,0,0,0,VIP Champions
13899,16,2,388.52,5,2,2,522,Promising / New,3,0,1,4,New Active
13241,412,1,112.53,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
18014,28,1,162.22,4,2,1,421,Promising / New,3,1,1,1,New Active
12973,414,1,385.55,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
12416,657,1,202.56,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13761,50,6,1952.17,4,4,4,444,Champions,2,0,2,0,Loyal Customers
15731,554,1,125.3,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16763,199,2,964.7,2,2,3,223,Lost / Inactive,1,0,3,4,At-Risk Churn
13245,51,2,989.22,4,2,3,423,Promising / New,3,0,2,4,New Active
12640,24,3,1174.58,4,3,3,433,Loyal Customers,3,0,2,4,New Active
18032,334,1,73.5,2,2,1,221,Lost / Inactive,4,1,4,1,Hibernating Low-Value
12793,335,3,885.53,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
12816,96,2,572.2,3,2,2,322,Needs Attention,3,0,1,4,New Active
17247,15,1,280.09,5,2,1,521,Promising / New,3,1,1,1,New Active
15417,85,1,508.8,3,1,2,312,Needs Attention,3,1,1,1,New Active
14393,218,1,67.95,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
18110,20,2,392.28,4,3,2,432,Loyal Customers,3,0,1,4,New Active
15785,33,16,5969.93,4,5,5,455,Champions,2,0,0,0,Loyal Customers
16679,366,3,663.31,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
12926,411,4,1523.97,1,3,4,134,At Risk,1,0,3,2,At-Risk Churn
14462,66,12,2242.81,3,5,4,354,Loyal Customers,2,0,0,0,Loyal Customers
12592,92,5,2582.66,3,4,4,344,Loyal Customers,2,0,2,0,Loyal Customers
16488,33,3,498.8,4,3,2,432,Loyal Customers,3,0,2,4,New Active
12715,106,1,343.36,3,1,2,312,Needs Attention,4,1,1,1,Hibernating Low-Value
15545,54,2,288.97,4,2,2,422,Promising / New,3,0,1,4,New Active
16016,3,11,2083.4,5,5,4,554,Champions,2,0,2,0,Loyal Customers
16200,4,12,5608.1,5,5,5,555,Champions,0,0,0,0,VIP Champions
17880,365,3,824.92,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
13931,96,11,5257.38,3,5,5,355,Loyal Customers,2,0,0,0,Loyal Customers
18220,227,6,1921.76,2,4,4,244,At Risk,1,0,3,0,At-Risk Churn
16747,38,2,836.06,4,2,3,423,Promising / New,3,0,2,4,New Active
13580,406,1,107.75,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16670,17,20,8030.15,5,5,5,555,Champions,0,0,0,0,VIP Champions
16773,57,3,421.24,4,3,2,432,Loyal Customers,3,0,1,4,New Active
13945,395,2,854.15,2,2,3,223,Lost / Inactive,1,0,3,2,At-Risk Churn
12904,18,2,496.06,5,2,2,522,Promising / New,3,0,1,4,New Active
14452,11,4,658.95,5,3,3,533,Loyal Customers,3,0,2,4,New Active
17981,411,1,239.12,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15154,75,3,1343.72,3,3,4,334,Loyal Customers,1,0,2,4,At-Risk Churn
16839,9,44,21758.25,5,5,5,555,Champions,0,0,0,3,VIP Champions
14414,92,8,2399.33,3,4,4,344,Loyal Customers,2,0,2,0,Loyal Customers
14180,11,33,6117.5,5,5,5,555,Champions,0,0,0,3,VIP Champions
15759,218,7,830.93,2,4,3,243,At Risk,1,0,3,0,At-Risk Churn
17988,12,14,489.54,5,5,2,552,Champions,2,-1,2,3,Loyal Customers
17110,165,3,499.9,3,3,2,332,Loyal Customers,1,0,1,4,At-Risk Churn
17879,174,1,178.52,3,2,1,321,Needs Attention,4,1,4,1,Hibernating Low-Value
12498,21,3,403.7,4,3,2,432,Loyal Customers,3,0,1,4,New Active
13547,408,1,167.08,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14309,8,11,3780.81,5,5,5,555,Champions,2,0,0,0,Loyal Customers
15971,18,18,5902.83,5,5,5,555,Champions,0,0,0,0,VIP Champions
16513,5,4,874.59,5,4,3,543,Champions,3,0,2,4,New Active
15816,542,2,144.15,1,2,1,121,Lost / Inactive,4,0,4,2,Hibernating Low-Value
15054,12,2,302.1,5,2,2,522,Promising / New,3,0,1,4,New Active
15924,731,1,102.82,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13685,3,7,3119.44,5,4,5,545,Champions,2,0,2,0,Loyal Customers
15301,51,17,6909.67,4,5,5,455,Champions,2,0,0,0,Loyal Customers
13534,2,35,7720.9,5,5,5,555,Champions,0,0,0,3,VIP Champions
17047,85,6,2289.23,3,4,4,344,Loyal Customers,2,0,2,0,Loyal Customers
13098,1,28,28882.44,5,5,5,555,Champions,0,0,0,3,VIP Champions
15018,39,3,496.21,4,3,2,432,Loyal Customers,3,0,2,4,New Active
16862,547,4,662.33,1,4,3,143,At Risk,1,0,3,2,At-Risk Churn
13407,579,3,2244.7,1,3,4,134,At Risk,1,0,3,2,At-Risk Churn
16590,401,2,605.9,2,2,2,222,Lost / Inactive,1,0,3,2,At-Risk Churn
16255,17,15,4530.0,5,5,5,555,Champions,2,0,0,0,Loyal Customers
13934,264,1,922.1,2,1,3,213,Lost / Inactive,1,1,3,1,At-Risk Churn
18200,106,1,150.35,3,2,1,321,Needs Attention,4,1,1,1,Hibernating Low-Value
14037,176,6,836.95,3,4,3,343,Loyal Customers,1,0,3,0,At-Risk Churn
12839,3,26,9669.12,5,5,5,555,Champions,0,0,0,0,VIP Champions
17437,530,1,369.68,1,2,2,122,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15331,500,3,767.91,1,3,3,133,At Risk,1,0,3,2,At-Risk Churn
12819,458,1,540.52,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16466,34,15,3767.09,4,5,5,455,Champions,2,0,0,0,Loyal Customers
16759,8,3,789.79,5,3,3,533,Loyal Customers,3,0,2,4,New Active
15955,24,22,8085.98,4,5,5,455,Champions,0,0,0,0,VIP Champions
14994,382,5,946.72,2,4,3,243,At Risk,1,0,3,2,At-Risk Churn
14777,404,1,307.56,2,1,2,212,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17359,11,2,284.46,5,3,1,531,Loyal Customers,3,0,1,4,New Active
12701,80,6,2446.41,3,4,4,344,Loyal Customers,2,0,2,0,Loyal Customers
12598,10,11,4534.09,5,5,5,555,Champions,2,0,0,0,Loyal Customers
12532,30,1,349.83,4,1,2,412,Promising / New,3,1,1,1,New Active
16784,20,5,892.33,4,4,3,443,Champions,3,0,2,0,New Active
13454,641,1,219.87,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14377,191,2,617.05,2,2,3,223,Lost / Inactive,1,0,3,4,At-Risk Churn
15805,23,30,10148.93,4,5,5,455,Champions,0,0,0,0,VIP Champions
12574,316,1,218.45,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17062,314,6,889.75,2,4,3,243,At Risk,1,0,3,2,At-Risk Churn
13536,1,7,3444.39,5,4,5,545,Champions,2,0,2,0,Loyal Customers
16314,390,3,1491.4,2,3,4,234,At Risk,1,0,3,2,At-Risk Churn
13233,74,4,1176.46,3,3,3,333,Loyal Customers,1,0,2,0,At-Risk Churn
15744,78,1,34.8,3,1,1,311,Needs Attention,4,1,1,1,Hibernating Low-Value
14697,218,2,188.61,2,2,1,221,Lost / Inactive,4,0,1,2,Hibernating Low-Value
17757,1,56,9074.05,5,5,5,555,Champions,0,0,0,3,VIP Champions
13929,169,11,3494.1,3,5,5,355,Loyal Customers,2,0,0,0,Loyal Customers
15467,9,3,524.88,5,3,2,532,Loyal Customers,3,0,2,4,New Active
17797,22,8,1971.87,4,5,4,454,Champions,2,0,2,0,Loyal Customers
13851,96,8,4606.46,3,4,5,345,Loyal Customers,2,0,0,0,Loyal Customers
15931,428,1,239.9,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16067,563,3,3269.11,1,3,5,135,At Risk,1,0,3,2,At-Risk Churn
16082,670,1,106.75,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
12639,239,3,1312.37,2,3,4,234,At Risk,1,0,3,2,At-Risk Churn
14587,19,9,1580.29,5,5,4,554,Champions,2,0,2,0,Loyal Customers
12898,464,2,296.21,1,2,2,122,Lost / Inactive,4,0,3,2,Hibernating Low-Value
16696,135,4,657.9,3,4,3,343,Loyal Customers,1,0,3,0,At-Risk Churn
13489,105,4,449.52,3,3,2,332,Loyal Customers,1,0,1,4,At-Risk Churn
13812,42,3,539.0,4,3,2,432,Loyal Customers,3,0,2,4,New Active
16044,435,1,340.84,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17895,44,1,95.45,4,2,1,421,Promising / New,4,1,1,1,Hibernating Low-Value
17627,479,1,296.36,1,2,2,122,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13871,23,17,7885.85,4,5,5,455,Champions,0,0,0,0,VIP Champions
17791,30,1,106.1,4,2,1,421,Promising / New,3,1,1,1,New Active
14065,389,3,891.02,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
15739,66,1,449.12,3,1,2,312,Needs Attention,3,1,1,1,New Active
17869,107,7,813.64,3,4,3,343,Loyal Customers,1,0,3,0,At-Risk Churn
17106,389,1,481.58,2,2,2,222,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16914,36,1,183.76,4,2,1,421,Promising / New,3,1,1,1,New Active
16539,3,10,3289.66,5,5,5,555,Champions,2,0,2,0,Loyal Customers
14965,96,2,596.09,3,2,2,322,Needs Attention,3,0,1,4,New Active
15302,730,1,308.0,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16471,275,4,1189.98,2,4,3,243,At Risk,1,0,3,2,At-Risk Churn
13923,54,1,351.13,4,1,2,412,Promising / New,3,1,1,1,New Active
13573,50,6,904.52,4,4,3,443,Champions,2,0,2,0,Loyal Customers
17953,540,1,159.17,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14515,18,12,3724.06,5,5,5,555,Champions,2,0,0,0,Loyal Customers
12962,7,2,266.39,5,2,1,521,Promising / New,3,0,1,4,New Active
14361,579,1,214.71,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14111,14,4,692.85,5,3,3,533,Loyal Customers,3,0,2,4,New Active
13433,501,4,658.32,1,3,3,133,At Risk,1,0,3,2,At-Risk Churn
16286,477,2,328.95,1,2,2,122,Lost / Inactive,4,0,3,2,Hibernating Low-Value
17323,15,12,1551.04,5,5,4,554,Champions,2,0,2,0,Loyal Customers
15404,376,1,257.06,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15039,10,93,39141.48,5,5,5,555,Champions,0,-1,0,3,VIP Champions
12853,135,11,3907.5,3,5,5,355,Loyal Customers,2,0,0,0,Loyal Customers
13764,71,6,2919.62,3,4,5,345,Loyal Customers,2,0,0,0,Loyal Customers
18154,3,5,932.6,5,4,3,543,Champions,3,0,2,0,New Active
13549,26,8,1005.8,4,4,3,443,Champions,2,0,2,0,Loyal Customers
16999,23,2,484.82,4,3,2,432,Loyal Customers,3,0,1,4,New Active
15386,186,1,394.14,3,1,2,312,Needs Attention,4,1,4,1,Hibernating Low-Value
14642,59,1,96.12,4,1,1,411,Promising / New,4,1,1,1,Hibernating Low-Value
17884,4,20,2698.47,5,5,4,554,Champions,0,0,0,0,VIP Champions
16062,10,8,2863.45,5,5,4,554,Champions,2,0,0,0,Loyal Customers
17977,29,2,1511.45,4,3,4,434,Loyal Customers,3,0,2,4,New Active
12453,134,1,707.09,3,1,3,313,Needs Attention,4,1,4,1,Hibernating Low-Value
17346,4,26,4998.61,5,5,5,555,Champions,0,0,0,0,VIP Champions
15212,241,2,208.28,2,2,1,221,Lost / Inactive,4,0,1,2,Hibernating Low-Value
17316,420,1,124.45,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14464,568,2,111.0,1,2,1,121,Lost / Inactive,4,0,4,2,Hibernating Low-Value
16483,192,1,139.35,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13544,40,6,790.2,4,4,3,443,Champions,3,0,2,0,New Active
13481,46,11,3830.84,4,5,5,455,Champions,2,0,0,0,Loyal Customers
18068,289,1,101.7,2,2,1,221,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13443,449,6,1273.16,1,4,4,144,At Risk,1,0,3,2,At-Risk Churn
16104,62,9,2774.46,3,5,4,354,Loyal Customers,2,0,0,0,Loyal Customers
16092,115,6,1587.94,3,4,4,344,Loyal Customers,1,0,3,0,At-Risk Churn
16882,67,3,705.12,3,3,3,333,Loyal Customers,3,0,2,4,New Active
17498,76,1,272.22,3,2,1,321,Needs Attention,4,1,1,1,Hibernating Low-Value
16641,106,2,554.5,3,2,2,322,Needs Attention,1,0,1,4,At-Risk Churn
16941,612,1,33.0,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15412,171,1,190.53,3,1,1,311,Needs Attention,4,1,4,1,Hibernating Low-Value
17413,405,2,560.14,2,3,2,232,At Risk,1,0,3,2,At-Risk Churn
15699,18,1,309.65,5,1,2,512,Promising / New,3,1,1,1,New Active
13533,183,3,269.09,3,3,1,331,Loyal Customers,4,0,1,4,Hibernating Low-Value
16246,460,2,821.35,1,2,3,123,Lost / Inactive,1,0,3,2,At-Risk Churn
15428,15,4,762.75,5,3,3,533,Loyal Customers,3,0,2,4,New Active
13414,134,6,2494.14,3,4,4,344,Loyal Customers,1,0,2,0,At-Risk Churn
12764,317,1,1693.88,2,1,4,214,Lost / Inactive,1,1,3,1,At-Risk Churn
13040,9,2,676.99,5,2,3,523,Promising / New,3,0,2,4,New Active
16271,3,10,3397.82,5,5,5,555,Champions,2,0,2,0,Loyal Customers
13531,205,6,1433.07,2,4,4,244,At Risk,1,0,3,0,At-Risk Churn
12913,5,13,6283.24,5,5,5,555,Champions,0,0,0,0,VIP Champions
12826,3,12,2800.75,5,5,4,554,Champions,2,0,2,0,Loyal Customers
15822,3,6,1840.06,5,4,4,544,Champions,2,0,2,0,Loyal Customers
17699,477,2,442.0,1,3,2,132,At Risk,4,0,3,2,Hibernating Low-Value
12526,1,3,1316.66,5,3,4,534,Loyal Customers,3,0,2,4,New Active
15045,152,2,735.66,3,2,3,323,Needs Attention,1,0,3,4,At-Risk Churn
12489,336,1,334.93,2,1,2,212,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16710,19,22,5921.35,5,5,5,555,Champions,0,0,0,0,VIP Champions
18280,278,2,488.15,2,3,2,232,At Risk,4,0,3,2,Hibernating Low-Value
18219,3,17,3352.7,5,5,5,555,Champions,0,0,0,0,VIP Champions
15040,542,1,7.49,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15884,432,2,244.6,1,2,1,121,Lost / Inactive,4,0,4,2,Hibernating Low-Value
17392,307,3,585.92,2,3,2,232,At Risk,1,0,3,2,At-Risk Churn
12954,639,1,162.45,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15642,730,1,105.78,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14411,311,1,1063.0,2,1,3,213,Lost / Inactive,1,1,3,1,At-Risk Churn
15789,358,6,1962.01,2,4,4,244,At Risk,1,0,3,2,At-Risk Churn
12440,462,2,859.2,1,2,3,123,Lost / Inactive,1,0,3,2,At-Risk Churn
15542,512,3,855.71,1,3,3,133,At Risk,1,0,3,2,At-Risk Churn
17706,4,31,20272.15,5,5,5,555,Champions,0,0,0,3,VIP Champions
12845,267,4,354.09,2,3,2,232,At Risk,1,0,3,2,At-Risk Churn
16741,625,1,173.06,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14789,29,1,197.64,4,1,1,411,Promising / New,3,1,1,1,New Active
15630,45,3,1481.4,4,3,4,434,Loyal Customers,3,0,2,4,New Active
17440,157,4,323.58,3,4,2,342,Loyal Customers,1,0,1,4,At-Risk Churn
17788,74,2,1117.9,3,3,3,333,Loyal Customers,3,0,2,4,New Active
17572,71,10,652.21,3,5,3,353,Loyal Customers,2,0,2,0,Loyal Customers
13071,612,1,129.22,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15135,239,2,305.68,2,2,2,222,Lost / Inactive,4,0,1,2,Hibernating Low-Value
16318,35,1,328.15,4,1,2,412,Promising / New,3,1,1,1,New Active
16574,71,3,1301.78,3,3,4,334,Loyal Customers,1,0,2,4,At-Risk Churn
16561,6,2,511.12,5,2,2,522,Promising / New,3,0,2,4,New Active
15053,5,3,693.95,5,3,3,533,Loyal Customers,3,0,2,4,New Active
12820,3,11,2689.52,5,5,4,554,Champions,2,0,2,0,Loyal Customers
15706,64,4,1060.56,3,3,3,333,Loyal Customers,1,0,2,0,At-Risk Churn
17395,508,1,97.5,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17010,18,1,195.36,5,2,1,521,Promising / New,3,1,1,1,New Active
14286,24,7,8479.76,4,4,5,445,Champions,2,0,0,3,Loyal Customers
14637,677,1,106.68,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
12457,66,8,2995.91,3,4,5,345,Loyal Customers,2,0,0,0,Loyal Customers
12821,214,2,220.8,2,2,1,221,Lost / Inactive,4,0,1,2,Hibernating Low-Value
15862,8,13,2512.29,5,5,4,554,Champions,2,0,0,0,Loyal Customers
14892,691,1,202.35,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16213,79,1,159.0,3,1,1,311,Needs Attention,4,1,1,1,Hibernating Low-Value
16832,184,5,417.61,3,4,2,342,Loyal Customers,1,0,3,2,At-Risk Churn
14483,282,2,257.1,2,2,1,221,Lost / Inactive,4,0,1,2,Hibernating Low-Value
18257,39,12,4600.15,4,5,5,455,Champions,2,0,0,0,Loyal Customers
13080,179,4,280.73,3,3,1,331,Loyal Customers,1,0,1,2,At-Risk Churn
17135,16,10,1722.18,5,5,4,554,Champions,2,0,2,0,Loyal Customers
16165,505,1,79.9,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14391,577,1,135.6,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
12619,16,10,3781.38,5,5,5,555,Champions,2,0,0,0,Loyal Customers
17496,359,4,1412.89,2,4,4,244,At Risk,1,0,3,2,At-Risk Churn
13248,125,2,465.68,3,2,2,322,Needs Attention,1,0,1,4,At-Risk Churn
16840,603,2,139.85,1,3,1,131,At Risk,4,0,4,2,Hibernating Low-Value
13820,418,3,652.75,1,3,3,133,At Risk,1,0,3,2,At-Risk Churn
12683,4,21,11633.7,5,5,5,555,Champions,0,0,0,0,VIP Champions
17556,206,2,300.67,2,3,2,232,At Risk,4,0,1,2,Hibernating Low-Value
17933,632,1,114.69,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13449,24,1,291.88,4,1,2,412,Promising / New,3,1,1,1,New Active
14255,546,1,1000.63,1,1,3,113,Lost / Inactive,1,1,4,1,At-Risk Churn
12974,198,2,408.95,2,2,2,222,Lost / Inactive,4,0,1,4,Hibernating Low-Value
13665,386,3,1711.66,2,3,4,234,At Risk,1,0,3,2,At-Risk Churn
16448,198,2,361.12,2,2,2,222,Lost / Inactive,4,0,1,4,Hibernating Low-Value
17621,21,6,3175.12,4,4,5,445,Champions,2,0,2,0,Loyal Customers
14551,18,7,878.09,5,4,3,543,Champions,2,0,2,0,Loyal Customers
13818,430,1,61.28,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16626,1,17,4413.1,5,5,5,555,Champions,0,0,2,0,VIP Champions
15443,2,14,5114.23,5,5,5,555,Champions,0,0,2,0,VIP Champions
12834,283,1,312.38,2,1,2,212,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14086,463,1,39.95,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14871,3,9,1228.17,5,5,4,554,Champions,2,0,2,0,Loyal Customers
13074,511,4,1378.74,1,3,4,134,At Risk,1,0,3,2,At-Risk Churn
13116,138,1,501.14,3,1,2,312,Needs Attention,4,1,4,1,Hibernating Low-Value
12633,59,7,5678.16,4,4,5,445,Champions,2,0,0,0,Loyal Customers
18180,5,6,1843.75,5,4,4,544,Champions,2,0,2,0,Loyal Customers
17230,264,18,9388.49,2,5,5,255,At Risk,2,0,0,0,Loyal Customers
15543,288,2,242.26,2,2,1,221,Lost / Inactive,4,0,1,2,Hibernating Low-Value
12654,11,5,601.98,5,4,2,542,Champions,3,0,2,0,New Active
14347,737,1,82.6,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15554,278,1,217.2,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
12601,190,6,681.26,2,4,3,243,At Risk,1,0,3,2,At-Risk Churn
14601,11,1,213.96,5,1,1,511,Promising / New,3,1,1,1,New Active
15391,584,1,289.87,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16968,4,2,439.43,5,3,2,532,Loyal Customers,3,0,1,4,New Active
15431,503,1,153.24,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15143,226,2,563.63,2,2,2,222,Lost / Inactive,1,0,3,2,At-Risk Churn
17732,373,8,2166.42,2,5,4,254,At Risk,1,0,3,0,At-Risk Churn
15936,379,2,282.79,2,2,1,221,Lost / Inactive,4,0,3,2,Hibernating Low-Value
17666,4,5,2047.8,5,4,4,544,Champions,2,0,2,0,Loyal Customers
15582,25,3,682.91,4,3,3,433,Loyal Customers,3,0,2,4,New Active
15458,25,2,370.44,4,2,2,422,Promising / New,3,0,1,4,New Active
14094,440,1,311.77,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15392,5,7,2911.62,5,4,5,545,Champions,2,0,2,0,Loyal Customers
17383,4,2,304.09,5,3,2,532,Loyal Customers,3,0,1,4,New Active
17129,520,1,31.85,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13382,281,5,1387.58,2,4,4,244,At Risk,1,0,3,2,At-Risk Churn
