StockCode,Description,total_units_sold,transaction_count,demand_std,total_revenue,avg_price,unique_customers,avg_daily_demand
22204,MILK PAN BLUE RETROSPOT,290,56,19.007278168549632,1035.66,3.7435714285714283,42,0.39
16235,RECYCLED PENCIL WITH RABBIT ERASER,5088,164,54.86077763702224,1031.58,0.21164634146341463,124,6.89
20755,BLUE PAISLEY POCKET BOOK,5084,86,465.59503784005886,1031.0,0.8388372093023256,74,6.89
79066K,RETRO MOD TRAY,1272,174,9.97605264972083,1030.86,0.8786206896551724,103,1.72
72800F,4 IVORY DINNER CANDLES GOLD FLOCK,816,64,58.20734694259169,1029.72,2.29546875,51,1.11
85025C,PINK HEART SHAPE PHOTO FRAME,642,93,16.479278501070624,1029.1,1.6478494623655915,73,0.87
23231,WRAP  VINTAGE DOILY ,2450,93,6.762258793666496,1029.0,0.41999999999999993,80,3.32
21825,PAINTED METAL TREE WITH HOLLY BELLS,722,72,13.2760211906334,1027.6999999999998,1.4472222222222222,62,0.98
22340,NOEL GARLAND PAINTED ZINC ,1345,95,8.941078745751987,1027.41,0.8786315789473684,81,1.82
84989A,75 GREEN FAIRY CAKE CASES,2066,124,65.59841946053203,1027.1,0.5479032258064517,95,2.8
22256,FELT FARM ANIMAL CHICKEN,846,86,15.742681186631213,1025.58,1.243372093023256,78,1.15
23516,EMBROIDERED RIBBON REEL SOPHIE  ,291,42,15.014452967371396,1025.01,3.7280952380952384,39,0.39
84688,BEACH HUT DESIGN BLACKBOARD,388,47,14.914929907145396,1025.0,3.918085106382979,39,0.53
22102,MIRROR MOSAIC T-LIGHT HOLDER ,1738,41,155.52489801455914,1024.5,1.5690243902439025,35,2.36
22382,LUNCHBAG SPACEBOY DESIGN ,644,45,19.23989961963776,1022.6,1.641111111111111,44,0.87
84815,SET OF 3 DANISH ROSE PLANTERS,906,36,134.21826573586347,1022.5,4.152777777777778,34,1.23
21849,SILVER DIAMANTE PEN IN GIFT BOX,460,61,14.435573848992869,1020.34,4.326065573770491,46,0.62
22718,CARD CAT AND TREE ,2460,170,8.843930470147733,1020.24,0.4189411764705882,114,3.33
21195,PINK  HONEYCOMB PAPER BALL ,622,55,14.960284121971114,1018.6800000000001,1.9910909090909092,49,0.84
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,11335,53,653.4742369630617,1017.1800000000001,0.170188679245283,40,15.36
23026,DRAWER KNOB VINTAGE GLASS STAR,503,55,12.930609939236177,1016.97,2.106727272727273,43,0.68
23411, TRELLIS COAT RACK,217,47,7.499429518852292,1016.55,4.915957446808511,42,0.29
21209,MULTICOLOUR HONEYCOMB FAN,1354,84,22.149766656501466,1016.52,0.9890476190476191,66,1.83
20777,CHRYSANTHEMUM NOTEBOOK,3525,95,328.06263911754786,1016.25,1.6342105263157896,78,4.78
23544,WALL ART MID CENTURY MODERN ,164,20,25.02335750958755,1015.78,7.523000000000001,17,0.22
16047,POP ART PEN CASE & PENS,10587,23,1490.6088882424892,1015.59,0.7830434782608695,21,14.35
21883,STARS GIFT TAPE ,2038,165,13.156564743923452,1015.36,0.5967878787878788,132,2.76
72819,CUPID DESIGN SCENTED CANDLES,660,66,16.780941570722426,1015.1,2.1727272727272724,59,0.89
22101,MIRROR MOSAIC VOTIVE HOLDER,1088,50,63.17082767692501,1014.72,1.9416,44,1.47
23508,MINI PLAYING CARDS DOLLY GIRL ,2472,114,63.76801370197373,1013.0400000000001,0.4189473684210526,95,3.35
23327,HANGING CLEAR MINI BOTTLE,1710,35,55.913348325855104,1012.02,0.6185714285714285,33,2.32
21065,BOOM BOX SPEAKER GIRLS,516,61,18.785254652245918,1011.6,4.794262295081967,44,0.7
37479B,CUBIC MUG FLOCK BLUE ON BROWN,1240,24,124.85249267650299,1011.48,1.1633333333333333,20,1.68
21040,MODERN VINTAGE COTTON SHOPPING BAG,855,47,44.651616796216786,1011.45,2.110851063829787,43,1.16
21316,SMALL CHUNKY GLASS ROMAN  BOWL,669,34,30.819828906605597,1008.19,2.0011764705882356,33,0.91
21827,EIGHT PIECE CREEPY CRAWLIE SET,810,128,9.898786511964424,1007.94,1.24703125,89,1.1
21010,ETCHED GLASS BIRD TREE DECORATION,806,68,8.752423469731287,1007.5,1.25,62,1.09
23460,SWEETHEART WALL TIDY ,108,43,4.636152412462689,1007.0799999999999,9.900930232558139,41,0.15
15058B,PINK WHITE SPOTS GARDEN PARASOL,180,47,4.254507323115356,1007.0,7.132978723404255,36,0.24
22857,ASSORTED EASTER GIFT TAGS,1226,62,26.021062940473612,1004.66,0.8458064516129032,60,1.66
22202,MILK PAN PINK POLKADOT,286,40,15.667294040902611,1003.38,3.714,36,0.39
21786,POLKADOT RAIN HAT ,2578,135,34.33719407039502,1003.33,0.44362962962962965,82,3.49
23433,HANGING QUILTED PATCHWORK APPLES,1215,82,8.475277115947938,1003.1700000000001,0.8286585365853659,76,1.65
21802,CHRISTMAS TREE HEART DECORATION,2388,101,16.580460885280505,1002.9599999999999,0.42000000000000004,89,3.24
22678,FRENCH BLUE METAL DOOR SIGN 3,799,113,6.655712924890826,1001.18,1.2708849557522126,63,1.08
84569D,PACK 6 HEART/ICE-CREAM PATCHES,799,98,7.021839334939064,1001.17,1.2623469387755102,82,1.08
22258,FELT FARM ANIMAL RABBIT,1113,73,27.284906705762463,1000.77,1.1853424657534246,69,1.51
85179B,WHITE BITTY LIGHT CHAIN ,240,39,8.770580193070291,1000.0799999999999,4.542307692307692,33,0.33
23347,I LOVE LONDON BEAKER,827,71,26.074124333494904,999.75,1.247605633802817,51,1.12
85169A,IVORY LOVE BIRD CANDLE,913,101,9.810118034029157,999.0699999999999,1.205148514851485,79,1.24
23087,ZINC  HEART T-LIGHT HOLDER,830,49,20.023328231574986,997.1800000000001,1.237142857142857,43,1.12
23131,MISELTOE HEART WREATH CREAM,240,1,1.0,996.0,4.15,1,0.33
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,2630,117,41.21612470920571,995.4599999999999,0.38940170940170943,104,3.56
23102,SILVER HEARTS TABLE DECORATION,1231,141,11.133526865556071,995.33,0.8268794326241135,128,1.67
22049,WRAP CHRISTMAS SCREEN PRINT,3450,113,19.403640488900606,994.75,0.2938053097345133,95,4.67
20832,RED FLOCK LOVE HEART PHOTO FRAME,1576,104,16.826798569901044,994.0999999999999,0.7022115384615385,86,2.14
21145,ANTIQUE GLASS PLACE SETTING,839,39,29.59184791269361,994.03,1.2402564102564102,34,1.14
85136C,RED SHARK HELICOPTER,125,80,1.7345611928224303,993.75,7.95,70,0.17
22416,36 DOILIES SPACEBOY DESIGN ,705,52,28.03458190887515,993.4499999999999,1.4461538461538461,49,0.96
23365,SET 12 COLOUR PENCILS LOVE LONDON,1529,131,21.04005072679305,991.45,0.649236641221374,107,2.07
23452,HEART MINI PORTRAIT FRAME,510,81,4.124452825661983,990.9,1.9462962962962964,69,0.69
85212,MINI PAINTED GARDEN DECORATION ,2766,96,56.23247095294393,990.62,0.4983333333333333,82,3.75
21399,BLUE POLKADOT COFFEE MUG,2113,70,25.53445688893415,989.9399999999999,0.732,56,2.86
21530,DAIRY MAID TOASTRACK,860,116,7.91483907992888,989.72,1.5872413793103448,88,1.17
84678,CLASSICAL ROSE SMALL VASE,541,66,9.879613348039484,989.5500000000001,2.3333333333333335,52,0.73
20752,BLUE POLKADOT WASHING UP GLOVES,471,156,3.0149544560753223,989.1,2.1,117,0.64
84559A,3D SHEET OF DOG STICKERS,1161,152,9.61273254843553,987.63,0.8551315789473684,107,1.57
17021,NAMASTE SWAGAT INCENSE,3714,82,111.64698420289702,982.44,0.2948780487804878,45,5.03
22856,ASSORTED EASTER DECORATIONS  BELLS,872,27,73.96559221630577,980.56,1.2359259259259259,25,1.18
85124C,GREEN JUICY FRUIT PHOTO FRAME,397,97,5.431548417629952,979.95,2.540721649484536,51,0.54
21202,DOLLY HONEYCOMB GARLAND,814,56,27.7508160638168,975.9,1.5642857142857143,53,1.1
22323,PINK POLKADOT KIDS BAG,474,73,6.9103852756220645,975.9,2.2335616438356167,57,0.64
37424,WHITE WITH BLACK CATS MUG,5153,47,436.2958920937823,975.41,0.8031914893617021,28,6.98
72815,3 WICK CHRISTMAS BRIAR CANDLE ,260,60,3.9172225834590484,975.0,3.75,53,0.35
22260,FELT EGG COSY BLUE RABBIT ,1187,113,28.784955114795796,973.0699999999999,0.8764601769911504,85,1.61
21752,GLASS CAKE STAND MIRRORED BASE,68,30,2.5452231571200645,972.6,14.803333333333333,28,0.09
20705,MRS ROBOT SOFT TOY,269,49,7.5804640606066895,972.55,5.386734693877551,47,0.36
20866,BLUE ROSE FABRIC MIRROR,963,87,28.85158215944922,972.29,1.263448275862069,76,1.3
23041,PAPER LANTERN 9 POINT SNOW STAR,234,42,5.609846992143486,971.1,4.15,40,0.32
22680,FRENCH BLUE METAL DOOR SIGN 5,775,109,6.692089649757702,969.97,1.2716513761467891,65,1.05
84559B,3D SHEET OF CAT STICKERS,1140,152,9.380125530444005,969.0,0.85,97,1.54
22321,BIRD DECORATION RED SPOT,1139,84,9.021194843091276,966.5899999999999,0.848452380952381,67,1.54
84969,ASSORTED COLOUR SET 6 TEASPOONS,227,63,2.7797637549867695,964.75,4.25,48,0.31
84800L,LARGE WHITE/PINK ROSE ART FLOWER,647,37,19.552808297334487,964.4300000000001,1.8548648648648647,32,0.88
85008,SET OF 3 CONEY ISLAND OVAL BOXES,259,90,4.431318006632465,961.8,4.7283333333333335,77,0.35
84687,BEACH HUT SHELF W 3 DRAWERS,292,52,11.458627789991375,961.4,5.084615384615385,43,0.4
23281,FOLDING BUTTERFLY MIRROR RED  ,1252,92,31.722338134846236,961.2800000000001,0.8228260869565218,56,1.7
85126,LARGE ROUND CUTGLASS CANDLESTICK,148,33,7.089257771979781,960.6,6.701515151515152,22,0.2
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2460,92,57.10966307743345,958.32,0.41608695652173916,81,3.33
22266,EASTER DECORATION HANGING BUNNY,2476,132,57.27516563623661,958.3,0.5265151515151515,101,3.36
72484,ROSES IN WHITE HEART CANDLE ,1805,56,68.89596665102552,958.2099999999999,0.9703571428571429,45,2.45
22860,EASTER TIN CHICKS PINK DAISY,580,88,8.78168989004815,957.0,1.65,85,0.79
84750B,BLACK SMALL GLASS CAKE STAND,564,55,13.59768251199335,956.64,1.7416363636363634,43,0.76
82001S,SILVER RECORD COVER FRAME,272,19,17.400678887072026,955.86,4.398421052631579,13,0.37
85197,SET OF 12 MINI BUNNIES IN A BUCKET,1667,75,154.9625563607992,955.26,2.0589333333333335,63,2.26
23518,EMBROIDERED RIBBON REEL RACHEL ,357,41,20.17454324444425,954.93,2.870487804878049,40,0.48
22701,PINK DOG BOWL,552,87,11.181200570191827,954.78,2.516666666666667,65,0.75
21250,SET OF SKULL WALL STICKERS,394,53,17.09758128863921,950.5,2.879245283018868,47,0.53
84664,CHERRY BLOSSOM BATHROOM CABINET,192,50,2.131972354991729,950.4,4.95,17,0.26
72753B,S/3 FLWR FAIRY LAVENDER CANDLES,444,13,52.809162957839916,949.95,3.0,11,0.6
22717,CARD DOG AND BALL ,2322,152,23.49417213023364,949.32,0.4188157894736842,118,3.15
23088,ZINC HEART FLOWER T-LIGHT HOLDER,760,57,5.552777082985894,947.18,1.306315789473684,52,1.03
22986,WRAP GINGHAM ROSE ,2276,82,20.016388949015393,943.92,0.41926829268292676,69,3.08
23033,DRAWER KNOB CERAMIC RED,679,59,17.452766682516053,943.75,1.4398305084745764,42,0.92
22597,MUSICAL ZINC HEART DECORATION ,2498,117,26.29517991733014,943.64,0.4867521367521367,90,3.38
22280,POCKET BAG PINK PAISELY BROWN SPOT,579,91,12.843949274542974,943.03,1.6514285714285715,79,0.78
78124,MAGAZINE RACK GEBRA ASSORTED ,718,26,59.84117440229723,942.5,1.5384615384615385,25,0.97
47504H,ENGLISH ROSE SPIRIT LEVEL ,989,105,16.802461445357064,940.83,1.3254285714285714,81,1.34
85019B,BLOSSOM  IMAGES NOTEBOOK SET,704,36,25.095753134680482,940.0,2.0,31,0.95
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,613,27,62.90151937434532,937.25,3.875925925925926,23,0.83
37492B,BLUE YELLOW FLOWER PIGGY BANK,488,43,26.137806700102363,937.2,3.5337209302325587,33,0.66
35648,VINTAGE BEAD PINK PURSE ,867,71,12.816190087940383,937.01,1.2153521126760565,48,1.17
23533,WALL ART GARDEN HAVEN ,210,31,14.786727556425626,936.34,5.151935483870968,27,0.28
35958,FOLKART ZINC STAR CHRISTMAS DEC,1100,70,27.02556109280532,935.0,0.85,58,1.49
85160B,BLACK BIRD GARDEN DESIGN MUG,6149,31,741.5101954069635,934.87,0.7616129032258064,28,8.33
23402,HOME SWEET HOME 3 PEG HANGER ,255,51,6.974238309665078,934.17,3.7409803921568625,44,0.35
21636,MADRAS NOTEBOOK MEDIUM,1003,91,14.437588304282544,934.05,1.1456043956043955,74,1.36
22995,TRAVEL CARD WALLET SUKI,2228,185,18.661115998079318,932.88,0.4193513513513513,90,3.02
23525,WALL ART BUFFALO BILL ,321,29,30.29371815419678,932.67,3.6427586206896554,24,0.43
23331,DECORATIVE WICKER HEART SMALL,1492,86,20.647043623645416,932.28,0.6290697674418605,67,2.02
20932,PINK POT PLANT CANDLE,305,56,7.016654584518291,932.05,3.444642857142857,54,0.41
21690,SILVER  CANDLEPOT JARDIN ,248,81,3.486924429251176,929.2,3.740123456790123,65,0.34
21425,SKULLS STORAGE BOX LARGE,450,58,22.184481967568882,928.14,2.8817241379310348,41,0.61
21562,HAWAIIAN GRASS SKIRT ,664,64,15.259137257435947,926.71,1.56375,47,0.9
22116,METAL SIGN HIS DINNER IS SERVED,735,127,10.393549526799262,924.69,1.6835433070866141,96,1.0
21814,HEART T-LIGHT HOLDER ,639,75,5.695802152652615,924.15,1.4473333333333334,59,0.87
23527,ANIMALS AND NATURE WALL ART,267,17,28.765788503625174,923.97,3.6958823529411764,16,0.36
23153,ZINC SWEETHEART WIRE LETTER RACK,248,78,2.8592233517439958,923.63,3.7883333333333336,67,0.34
21711,FOLDING UMBRELLA  WHITE/RED  SPOT,259,26,13.477331395289704,922.05,4.4884615384615385,24,0.35
23512,EMBROIDERED RIBBON REEL ROSIE,484,49,28.07032289110484,921.46,2.0622448979591836,46,0.66
20758,ABSTRACT CIRCLES POCKET BOOK,5378,76,550.4005782075709,920.9,0.8373684210526315,61,7.29
84817,DANISH ROSE DECORATIVE PLATE,1051,78,21.941909350541625,920.64,1.6226923076923079,70,1.42
23566,EGG CUP MILKMAID HEIDI,784,46,28.33682842893022,919.52,1.2408695652173913,44,1.06
21061,PARTY INVITES FOOTBALL,1303,126,26.322359377050578,919.27,0.8336507936507936,104,1.77
21702,SET 5 MINI GATEAUX  FRIDGE MAGNETS,2636,8,712.0094301141163,918.6800000000001,1.3425,5,3.57
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,184,70,1.993986819628706,918.02,5.083142857142857,61,0.25
22119, PEACE WOODEN BLOCK LETTERS,133,47,1.9925857020046813,917.1500000000001,6.937234042553191,45,0.18
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,2295,137,34.08375950635041,916.38,0.41781021897810217,114,3.11
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,2928,90,43.32038988484846,915.12,0.3605555555555556,82,3.97
20707,CRAZY DAISY HEART DECORATION,1279,64,64.9137381667223,914.12,1.34859375,48,1.73
15058B,PINK POLKADOT GARDEN PARASOL,121,44,3.313994287794547,913.95,7.868181818181818,35,0.16
21131,GOLD STANDING GNOME,253,29,22.416346955680318,910.25,4.008620689655173,18,0.34
84358,FLOOR LAMP SHADE WOOD BASE,113,22,10.753938169209741,909.63,9.284999999999998,11,0.15
23514,EMBROIDERED RIBBON REEL SALLY ,458,62,17.91542502225907,909.14,2.0706451612903227,57,0.62
85189,HANGING BUTTERFLY  EGG,1117,59,37.09534054148787,908.89,0.8455932203389831,53,1.51
21630,FLOOR CUSHION ELEPHANT CARNIVAL,104,47,1.9553290639636922,908.8,8.886170212765958,21,0.14
22324,BLUE POLKADOT KIDS BAG,447,67,7.394486192532947,906.81,2.258358208955224,52,0.61
72045D,ROSES ON BLUE TEACUP CANDLE ,536,3,281.7487060011693,905.84,1.6900000000000002,3,0.73
22786,CUSHION COVER PINK UNION JACK,163,60,2.139948254298091,903.89,5.940666666666667,50,0.22
22321,BIRD DECORATION RED RETROSPOT,1085,73,16.312329240054005,903.53,0.8482191780821918,58,1.47
22707,WRAP MONSTER FUN ,2150,81,6.054026310473158,903.0,0.41999999999999993,70,2.91
23510,MINI PLAYING CARDS GYMKHANA,2297,100,86.11942084376001,901.74,0.41879999999999995,90,3.11
85018D,YULETIDE IMAGES S/6 PAPER BOXES,762,63,16.13023037024689,901.5,2.023015873015873,57,1.03
21269,ANTIQUE CREAM CUTLERY SHELF ,106,58,0.819454911564458,901.0,8.5,52,0.14
46000P,POLYESTER FILLER PAD 65CMx65CM,212,48,3.5659938385725782,901.0,4.25,37,0.29
35962,12 ASS ZINC CHRISTMAS DECORATIONS,429,48,10.085604339533502,900.9,2.1,39,0.58
84405A,S/3 PINK COL METAL BASKET W HANDLE,122,45,4.048693516669197,900.3,11.016666666666667,40,0.17
20671,BLUE TEATIME PRINT BOWL ,731,106,8.360826167064294,900.0699999999999,1.2482075471698113,70,0.99
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,788,61,11.406569864142934,898.6999999999999,1.848360655737705,40,1.07
21691,SILVER VANILLA FLOWER CANDLE POT,240,73,2.330232773630104,898.56,3.7450684931506846,56,0.33
23529,WALL ART DOLLY GIRL ,311,19,36.73359123671682,896.37,3.6110526315789473,18,0.42
84760L,LARGE HANGING GLASS+ZINC LANTERN,560,1,1.0,896.0,1.6,1,0.76
23419,HOME SWEET HOME BOTTLE ,437,61,7.559057101404584,895.0400000000001,2.0752459016393443,56,0.59
17109B,FLOWER FAIRY INCENSE LAVENDER,4541,16,964.1357593720918,892.9100000000001,1.184375,13,6.15
84666,SQUARE CHERRY BLOSSOM CABINET,226,33,6.937764463973663,892.7,3.9499999999999997,13,0.31
22939,ADULT APRON APPLE DELIGHT,179,40,7.732672938203889,891.9300000000001,5.8085,32,0.24
20778,GARDEN PATH NOTEBOOK ,3595,81,373.0205613602699,891.75,1.6314814814814815,66,4.87
84360,TABLE LAMP WHITE SHADE WOOD BASE,173,36,6.426816338901266,891.5500000000001,5.661111111111111,14,0.23
37475,SET/4 COLOURFUL MIXING BOWLS,94,51,1.5921375445558446,891.5,9.806862745098039,45,0.13
20773,BLUE PAISLEY NOTEBOOK,3303,98,306.8178951885154,889.95,1.6346938775510202,78,4.48
21725,SWEETIES  STICKERS,1047,110,11.277754199447362,889.9499999999999,0.85,81,1.42
85104,SILVER GLASS T-LIGHT SET,327,54,20.20033314377505,888.9300000000001,2.984814814814815,40,0.44
22512,DOORSTOP RACING CAR DESIGN,375,63,15.256335089682043,888.23,3.1346031746031744,54,0.51
21746,SMALL RED SPOT  WINDMILL,742,54,25.891781449154117,886.46,1.242962962962963,45,1.01
22096,PINK PAISLEY SQUARE TISSUE BOX ,1646,168,37.9603574378863,886.28,0.7545833333333333,129,2.23
23528,SPACEBOY WALL ART,306,13,43.9177553020328,885.9000000000001,3.582307692307692,12,0.41
22643,SET OF 4 NAPKIN CHARMS LEAVES   ,405,76,6.593710453444226,882.99,2.3596052631578943,72,0.55
22994,TRAVEL CARD WALLET RETROSPOT,2104,161,18.689945232531613,882.24,0.4196273291925466,89,2.85
22598,CHRISTMAS MUSICAL ZINC TREE,1562,95,24.319117683057886,881.72,0.6392631578947368,82,2.12
21291,SMALL SPOTTY CHOCOLATE GIFT BAG ,1049,65,7.549579713212771,881.5699999999999,0.8403076923076923,52,1.42
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,52,32,1.0701220913160239,881.4,16.95,28,0.07
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,2872,64,121.29126690974678,879.92,0.41,50,3.89
84974,S/2 ZINC HEART DESIGN PLANTERS,89,58,1.0296570241671823,879.55,9.932758620689654,52,0.12
72799A,BLACK PILLAR CANDLE SILVER FLOCK,612,18,75.48276001063772,877.8000000000001,2.4555555555555557,14,0.83
20934,SET/3 POT PLANT CANDLES,167,48,4.19213845461896,877.1500000000001,5.397916666666667,44,0.23
85019A,ROMANTIC IMAGES NOTEBOOK SET,639,41,23.964531718516948,876.75,2.274390243902439,37,0.87
23540,WALL ART THE MAGIC FOREST ,144,9,39.15992849840255,876.64,6.052222222222222,8,0.2
21708,FOLDING UMBRELLA CREAM POLKADOT,178,43,5.449252440424139,875.5,4.917441860465117,36,0.24
21805,WHITE CHRISTMAS TREE DECORATION ,2124,84,24.639849900072583,874.8,0.41857142857142854,77,2.88
23107,WHITE HEARTS WIRE PLANT POT HOLDER,324,59,3.592966699251288,873.5600000000001,2.7340677966101694,58,0.44
47504E,ENGLISH ROSE SCISSORS,4372,37,685.6630413740456,871.4,1.2202702702702701,31,5.92
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,743,57,12.175744201779532,870.9499999999999,1.918421052631579,29,1.01
22679,FRENCH BLUE METAL DOOR SIGN 4,695,102,5.630064966575311,870.57,1.2731372549019608,59,0.94
20798,CLEAR MILKSHAKE GLASS,445,43,11.384792950268672,869.7,2.068604651162791,35,0.6
21726,MULTI HEARTS  STICKERS,1038,130,11.100656182423704,869.3,0.849,93,1.41
17033,"BROCADE PURSE,SMALL ARCH BUTTON",3279,68,85.09272301493576,867.55,0.2852941176470588,58,4.44
84637,KITCHEN FLOWER POTS WALL PLAQUE,487,33,41.95088668835731,867.25,4.8106060606060606,28,0.66
21189,WHITE HONEYCOMB PAPER GARLAND ,543,61,10.81003379278219,866.75,1.6401639344262295,53,0.74
35923,CANDY HEART HANGING DECORATION,1453,67,48.736523842175146,866.7099999999999,0.7694029850746268,51,1.97
22896,PEG BAG APPLE DESIGN,384,28,22.105566825034924,866.7,2.4857142857142853,27,0.52
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,322,39,9.452702060697412,866.5799999999999,2.7664102564102566,23,0.44
84826,ASSTD DESIGN 3D PAPER STICKERS,1731,52,30.77835790346499,866.53,0.6521153846153845,48,2.35
22647,CERAMIC LOVE HEART MONEY BANK,1042,68,17.69175638747462,866.5,1.1688235294117648,60,1.41
23545,WRAP RED VINTAGE DOILY,2100,69,23.036721491661936,866.0,0.41884057971014493,63,2.85
22264,FELT FARM ANIMAL WHITE BUNNY ,1803,90,38.05184222385578,865.7099999999999,0.7605555555555555,80,2.44
21060,PARTY INVITES BALLOON GIRL,1208,123,26.05323444264385,864.1999999999999,0.8391869918699187,102,1.64
20617,FIRST CLASS PASSPORT COVER ,452,74,23.169753291836987,863.88,2.132702702702703,59,0.61
84791,GINGHAM HEART DECORATION,296,75,3.3526646656592956,863.6,2.944666666666667,66,0.4
20759,CHRYSANTHEMUM POCKET BOOK ,5734,44,795.2099261443345,863.5,0.8281818181818181,35,7.77
21391,FRENCH LAVENDER SCENT HEART,972,79,11.617134152069218,861.3,1.0234177215189872,70,1.32
23517,EMBROIDERED RIBBON REEL REBECCA ,312,51,13.132626635709293,860.88,2.8743137254901963,50,0.42
23002,TRAVEL CARD WALLET SKULLS,2052,142,19.70692266486549,860.4,0.41957746478873237,85,2.78
21945,STRAWBERRIES  DESIGN FLANNEL ,1518,75,69.09919231350231,859.64,0.8108,61,2.06
23099,FRENCH CARRIAGE LANTERN,132,55,1.727768845993348,858.9000000000001,6.584545454545455,46,0.18
22814,CARD PARTY GAMES ,2126,135,19.1458340889856,858.36,0.4173333333333333,101,2.88
22069,BROWN  PIRATE TREASURE CHEST ,603,84,8.099026736539017,858.33,1.537857142857143,62,0.82
84925F,PSYCHEDELIC WALL THERMOMETER,711,31,55.757173220953355,857.9300000000001,1.964516129032258,29,0.96
20780,BLACK EAR MUFF HEADPHONES,174,61,5.555285967958118,857.6,5.477540983606557,35,0.24
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,150,25,9.246621004453466,856.5,10.638,23,0.2
20757,RED DAISY POCKET BOOK ,5301,56,641.0053262233889,856.23,0.8467857142857144,49,7.18
21815,STAR  T-LIGHT HOLDER ,592,61,5.902949156410666,855.9999999999999,1.4467213114754098,54,0.8
21720,CAKE SHOP  STICKER SHEET,1023,87,13.574056579698983,854.99,0.8470114942528736,73,1.39
23532,WALL ART WORK REST AND PLAY  ,205,26,23.10554379031478,853.47,4.470769230769231,23,0.28
22288,"DECORATION , HANGING METAL RABBIT",813,49,42.548461765843605,851.25,1.2387755102040816,45,1.1
21007,ETCHED GLASS DROPLET DECORATION,1905,39,66.38426353695678,851.23,0.7641025641025642,36,2.58
21721,CANDY SHOP  STICKER SHEET,1005,91,10.181586961997283,851.13,0.8471428571428572,73,1.36
20991,JAZZ HEARTS MAGNETIC MEMO PAD,7058,16,1687.5246516717914,850.9,0.609375,12,9.56
85129D,BEADED CRYSTAL HEART PINK SMALL,655,85,6.649066403158677,850.35,1.3474117647058823,59,0.89
84596E,SMALL LICORICE DES PINK BOWL,880,126,12.25005085833304,850.2,1.1152380952380954,90,1.19
85226A,WHITE/BLUE PULL BACK RACING CAR,1658,121,43.80385154833214,849.5,0.5489256198347108,95,2.25
21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,92,26,3.849475488746686,848.8,12.55,24,0.12
21338,MARAKESH LANTERN SMALL ,196,12,46.237201341331065,848.35,5.7875000000000005,9,0.27
22255,FELT TOADSTOOL  SMALL,998,90,9.956810603965806,848.3,0.85,73,1.35
21284,RETROSPOT CANDLE  SMALL,1116,60,18.32031381568244,847.88,1.0978333333333334,55,1.51
85032B,BLOSSOM IMAGES GIFT WRAP SET,929,106,16.575111512541618,846.0,0.9099056603773585,95,1.26
20801,LARGE PINK GLASS SUNDAE DISH,902,73,13.761227600897886,845.86,1.3373972602739725,61,1.22
22821,GIFT BAG PSYCHEDELIC APPLES,1300,103,5.93116809719169,845.36,0.653495145631068,83,1.76
23525,BUFFALO BILL WALL ART ,246,15,30.633315197673266,845.22,3.6886666666666668,15,0.33
85124A,PINK JUICY FRUIT PHOTO FRAME,339,70,5.112178452481945,843.75,2.5307142857142852,43,0.46
21836,GINGHAM OVEN GLOVE RED HEART ,225,81,2.0,843.75,3.75,77,0.3
20774,GREEN FERN NOTEBOOK,3419,77,364.35358259671256,841.35,1.6305194805194805,68,4.63
20622,VIPPASSPORT COVER ,488,71,24.13233135233714,840.6800000000001,2.044647887323944,54,0.66
84782A,PINK 3 TIER GLASS PLATE STAND,119,26,4.579721187348216,840.45,9.903846153846153,24,0.16
21127,COLOURFUL FISHING GNOME,284,38,28.41082477574564,838.6,5.8,25,0.38
23178,JAM CLOCK MAGNET,309,55,9.47411856369354,838.47,2.8387272727272728,50,0.42
21299,EDWARDIAN TOILET ROLL UNIT ,161,29,8.75290240392356,838.35,8.501724137931035,25,0.22
84985A,SET OF 72 GREEN PAPER DOILIES,578,121,6.498060740592514,838.0999999999999,1.45,95,0.78
23179,CLOCK MAGNET MUM'S KITCHEN,304,40,12.247029990562755,837.88,2.9330000000000003,36,0.41
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,525,68,17.77961736592398,837.45,1.6470588235294117,55,0.71
21635,MADRAS NOTEBOOK LARGE ,395,40,22.520859276770558,836.25,3.0625,35,0.54
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,1018,115,13.621605309124147,836.18,0.8432173913043478,98,1.38
21780,MA CAMPAGNE 4 DRAWER WALL SHELF,125,17,4.35805542172464,835.55,8.411764705882353,17,0.17
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,245,43,6.860983143908508,834.75,4.903488372093023,37,0.33
